row_id,Game Name,Discount,Price,Rating,Release Date
330,Svoboda 1945: Liberation,-72%,"R$ 8,67",88.11%,Aug 2021
331,Coloring Game: Pixel,-50%,"R$ 8,49",88.06%,Oct 2019
332,Sacred Fire: A Role Playing Game,-33%,"R$ 38,85",87.98%,Oct 2021
333,Irotoridori No Sekai HD - The Colorful World,-20%,"R$ 81,59",87.95%,Feb 2024
334,Templar Battleforce,-50%,"R$ 16,49",87.92%,Sep 2015
335,Cultivation Story: Reincarnation,-30%,"R$ 14,48",87.92%,Jan 2023
336,Regency Solitaire II,-32%,"R$ 31,95",87.89%,Feb 2024
337,Heroines of Swords & Spells,-50%,"R$ 11,75",87.84%,Mar 2020
338,The House of Da Vinci 2,-60%,"R$ 23,99",87.81%,May 2020
339,Enigmatis 3: The Shadow of Karkhala,-70%,"R$ 14,09",87.76%,Aug 2016
340,Knights Within,-35%,"R$ 35,74",87.73%,May 2024
341,Little Mouse's Encyclopedia,-75%,"R$ 2,72",87.71%,Feb 2019
342,100 hidden snails 2,-80%,"R$ 2,09",87.69%,Feb 2021
343,Ethereal Enigma,-75%,"R$ 14,99",87.66%,Aug 2020
344,OPUS: Rocket of Whispers,-50%,"R$ 23,49",87.66%,Feb 2018
345,Tom Clancy's Rainbow Six® 3 Gold,-75%,"R$ 7,49",87.65%,Mar 2003
346,纯爱独白：小小 Purelove Monologue: Xiaoxiao,-30%,"R$ 11,89",87.65%,Mar 2024
347,A Juggler's Tale,-80%,"R$ 10,99",87.62%,Sep 2021
348,Bad Dream: Coma,-75%,"R$ 7,49",87.62%,Mar 2017
349,World End Diner,-20%,"R$ 39,99",87.58%,Jun 2021
350,Sweet Shine,-26%,"R$ 14,57",87.51%,Aug 2021
351,LunarLux,-52%,"R$ 29,89",87.47%,Sep 2023
352,MEMOLOGY: GOYDA,-17%,"R$ 4,36",87.47%,May 2024
353,OXXO,-50%,"R$ 3,49",87.44%,Aug 2019
354,Grow Up,-75%,"R$ 7,49",87.43%,Aug 2016
355,Cats Everywhere,-20%,"R$ 2,79",87.43%,Feb 2024
356,Hero of the Kingdom: The Lost Tales 1,-80%,"R$ 4,70",87.40%,Apr 2020
357,Screencheat,-80%,"R$ 9,39",87.36%,Oct 2014
358,Trover Saves the Universe,-67%,"R$ 19,13",87.35%,Jun 2019
359,Memory Oblivion Box,-55%,"R$ 10,80",87.34%,Jun 2016
360,Easy Red 2,-20%,"R$ 23,99",87.32%,Nov 2020
361,Koi-Koi Japan [Hanafuda playing cards],-19%,"R$ 30,26",87.28%,Apr 2015
362,Genome Guardian,-8%,"R$ 31,06",87.27%,May 2024
363,Eventide: Slavic Fable,-80%,"R$ 9,39",87.26%,Jan 2016
364,HUMANITY,-40%,"R$ 53,39",87.22%,May 2023
365,Grim Legends 3: The Dark City,-70%,"R$ 14,09",87.19%,Jun 2016
366,Wrongworld,-50%,"R$ 11,75",87.18%,May 2018
367,100 hidden snails,-70%,"R$ 2,09",87.12%,Nov 2020
368,ODDADA,-20%,"R$ 26,39",87.08%,Aug 2024
369,Attack Core,-10%,"R$ 18,44",87.08%,Nov 2024
370,GLAD VALAKAS SIMULATOR,-50%,"R$ 1,74",87.07%,Jun 2018
371,IS Defense,-70%,"R$ 3,71",87.00%,Apr 2016
372,Xuan-Yuan Sword: Dance of the Maple Leaves,-50%,"R$ 8,50",86.98%,Jan 1995
373,Clockwork Tales: Of Glass and Ink,-70%,"R$ 14,09",86.97%,Aug 2013
374,Rayman® Legends,-80%,"R$ 17,99",86.96%,Sep 2013
375,Magicraft,-20%,"R$ 39,99",86.91%,Nov 2024
376,My Memory of Us,-84%,"R$ 8,79",86.87%,Oct 2018
377,Unboxing the Cryptic Killer,-30%,"R$ 14,34",86.86%,Apr 2023
378,Happy Room,-50%,"R$ 8,49",86.85%,Dec 2016
379,Nelly Cootalot: The Fowl Fleet,-17%,"R$ 47,70",86.83%,Mar 2016
380,Through the Ages,-40%,"R$ 18,59",86.82%,Mar 2018
381,Mecha Knights: Nightmare,-55%,"R$ 22,49",86.78%,Aug 2021
382,Sugar * Style,-50%,"R$ 44,49",86.70%,Apr 2021
383,High On Life,-35%,"R$ 70,19",86.67%,Dec 2022
384,Let's Cook Together,-75%,"R$ 7,74",86.65%,Nov 2020
385,LUNA The Shadow Dust,-18%,"R$ 49,48",86.64%,Feb 2020
386,FIND ALL 3: Travel,-26%,"R$ 5,17",86.63%,Jul 2022
387,Sankaku Renai: Love Triangle Trouble,-50%,"R$ 44,49",86.58%,May 2019
388,Chippy,-34%,"R$ 19,13",86.57%,Jun 2019
389,Godrop,-15%,"R$ 25,49",86.57%,Apr 2024
390,Grand Theft Auto V,-41%,"R$ 38,63",86.56%,Apr 2015
391,Avernum: Escape From the Pit,-70%,"R$ 9,89",86.54%,Apr 2012
392,The Legend of The Sacred Stone EX,-30%,"R$ 11,61",86.54%,Mar 2022
393,Metal as Phuk,-50%,"R$ 8,49",86.53%,Jul 2017
394,Thief Simulator,-40%,"R$ 58,21",86.52%,Nov 2018
395,Mists of Aiden,-21%,"R$ 11,44",86.49%,Nov 2020
396,Dungeon Deathball,-65%,"R$ 13,47",86.47%,Oct 2021
397,Happy Game,-70%,"R$ 10,25",86.41%,Oct 2021
398,Wheely,-50%,"R$ 3,49",86.33%,Nov 2016
399,CARNAGE OFFERING Tower Defense,-70%,"R$ 9,89",86.29%,Sep 2023
400,LOVE 3,-20%,"R$ 15,99",86.28%,Dec 2021
401,Pixel Cafe,-65%,"R$ 14,69",86.26%,Nov 2023
402,Man of the House,-25%,"R$ 37,49",86.24%,Oct 2019
403,ToriDori,-26%,"R$ 14,79",86.16%,Apr 2023
404,Saki and the Crucible of Debauchery,-10%,"R$ 26,99",86.12%,Jul 2024
405,Attentat 1942,-83%,"R$ 3,87",86.09%,Oct 2017
406,Yakiniku simulator,-42%,"R$ 6,31",86.09%,Jun 2022
407,TrackMania² Stadium,-50%,"R$ 14,99",86.08%,Feb 2013
408,Inkbound,-40%,"R$ 53,39",86.08%,Apr 2024
409,Takoyaki Party Survival,-20%,"R$ 8,39",86.05%,Aug 2022
410,Jets'n'Guns 2,-70%,"R$ 14,99",86.02%,Jul 2020
411,Trust No Bunny,-40%,"R$ 12,29",86.00%,Aug 2023
412,Cross Maid,-35%,"R$ 6,81",85.99%,Aug 2021
413,ACE COMBAT™ 7: SKIES UNKNOWN,-80%,"R$ 57,50",85.93%,Jan 2019
414,Fhtagn Simulator,-50%,"R$ 8,29",85.88%,Oct 2022
415,Rogue Voltage,-20%,"R$ 39,99",85.82%,May 2024
416,Wrench,-15%,"R$ 75,64",85.82%,Dec 2018
417,Lingering Fragrance,-70%,"R$ 3,60",85.80%,Aug 2018
418,Art Of Gravity,-50%,"R$ 3,49",85.78%,Jun 2017
419,Rail Route,-35%,"R$ 48,09",85.76%,Feb 2024
420,The Sushi Spinnery,-50%,"R$ 9,29",85.72%,May 2022
421,Project Hospital,-50%,"R$ 35,00",85.70%,Oct 2018
422,花恋月依,-20%,"R$ 16,39",85.64%,Aug 2024
423,"Cook, Serve, Delicious! 2!!",-80%,"R$ 5,19",85.59%,Sep 2017
424,Solasta: Crown of the Magister,-70%,"R$ 26,69",85.58%,May 2021
425,Lost Lands: The Four Horsemen Collector's Edition,-50%,"R$ 16,49",85.56%,Jul 2015
426,Coffee flavor of love 咖啡甜恋,-45%,"R$ 4,77",85.55%,Feb 2021
427,Soulestination,-50%,"R$ 5,24",85.51%,Jan 2021
428,UBERMOSH,-50%,"R$ 1,74",85.50%,Aug 2015
429,Wars and Warriors: Joan of Arc,-75%,"R$ 3,49",85.47%,Feb 2004
430,The Spire of Mech Zero,-40%,"R$ 10,19",85.46%,Nov 2024
431,Godzilla Voxel Wars,-30%,"R$ 32,89",85.45%,Oct 2023
432,Dark Hunting Ground,-20%,"R$ 19,99",85.45%,Nov 2024
433,GUNFIELD,-20%,"R$ 13,59",85.45%,Nov 2024
434,Unlock The Cat,-50%,"R$ 3,49",85.42%,Mar 2021
435,Driver® Parallel Lines,-75%,"R$ 7,49",85.37%,Jun 2007
436,Banner of the Maid,-80%,"R$ 11,99",85.35%,May 2019
437,Tcheco in the Castle of Lucio,-50%,"R$ 1,74",85.32%,Jun 2015
438,The Chronicles of Quiver Dick,-35%,"R$ 6,81",85.31%,Jul 2018
439,Red Matter,-45%,"R$ 35,02",85.30%,Nov 2018
440,Doom & Destiny Advanced,-70%,"R$ 8,99",85.29%,Nov 2016
441,Youth Feather,-55%,"R$ 4,72",85.23%,Aug 2019
442,MechaNika,-75%,"R$ 3,44",85.17%,Jul 2015
443,Persian Nights: Sands of Wonders,-75%,"R$ 11,74",85.16%,Jun 2017
444,Green Hell,-67%,"R$ 27,06",85.16%,Sep 2019
445,Silence of the Siren,-20%,"R$ 71,19",85.15%,Sep 2024
446,The House of Da Vinci 3,-30%,"R$ 41,99",85.14%,Dec 2022
447,Vampire Hunters,-25%,"R$ 35,24",85.12%,Oct 2024
448,The House of Da Vinci,-70%,"R$ 17,99",85.07%,Nov 2017
449,Angry Video Game Nerd Adventures,-20%,"R$ 7,99",85.05%,Sep 2013
450,Dreamscaper,-75%,"R$ 18,49",85.04%,Aug 2021
451,Go To Hell Must,-20%,"R$ 16,39",85.02%,Aug 2024
452,夏恋幻梦,-24%,"R$ 8,27",85.00%,Aug 2022
453,Strategic Command: World War I,-60%,"R$ 58,26",84.97%,Dec 2019
454,Sabbat of the Witch,-50%,"R$ 44,49",84.96%,Oct 2018
455,Lucky Hunter,-20%,"R$ 16,39",84.95%,Nov 2024
456,Coloring Game: Girls,-50%,"R$ 20,99",84.94%,Jul 2022
457,DuckTales: Remastered,-75%,"R$ 7,49",84.91%,Aug 2013
458,Rags to Dishes,-90%,"R$ 5,99",84.90%,Nov 2020
459,Turkish Throne,-24%,"R$ 7,60",84.89%,Mar 2024
460,A TAVERN FOR TEA,-20%,"R$ 8,39",84.72%,Mar 2023
461,Gujian3(古剑奇谭三),-50%,"R$ 28,99",84.71%,Dec 2018
462,Super Bunny Man,-35%,"R$ 29,24",84.71%,May 2023
463,Love of Magic Book 2: The War,-40%,"R$ 17,39",84.70%,May 2022
464,"About Love, Hate and the other ones",-85%,"R$ 3,97",84.68%,Dec 2014
465,Hell of an Office,-27%,"R$ 31,34",84.66%,Oct 2024
466,King Of The Castle,-50%,"R$ 17,99",84.63%,Mar 2023
467,"Yes, Your Grace",-75%,"R$ 9,49",84.61%,Mar 2020
468,Skatemasta Tcheco,-41%,"R$ 1,76",84.60%,Jan 2020
469,Verdun,-80%,"R$ 11,99",84.57%,Apr 2015
470,Chessarama,-25%,"R$ 22,49",84.55%,Dec 2023
471,Diner Bros,-40%,"R$ 12,41",84.51%,Jul 2018
472,Military Conflict: Vietnam,-30%,"R$ 27,99",84.50%,Dec 2022
473,Backwoods Town,-30%,"R$ 20,99",84.48%,Nov 2023
474,Femboy Aim Trainer,-10%,"R$ 3,14",84.46%,Jun 2024
475,Warrior Kings: Battles,-80%,"R$ 5,99",84.45%,Sep 2003
476,Jumbo Airport Story,-32%,"R$ 12,64",84.44%,Jun 2023
477,Purple Place - Classic Games,-30%,"R$ 4,89",84.42%,Oct 2023
478,Virtua Unlimited Project,-20%,"R$ 28,63",84.38%,Apr 2024
479,Yusetsu,-47%,"R$ 17,48",84.37%,Sep 2022
480,Gabenwood: 99 Hidden Bucks,-50%,"R$ 1,74",84.36%,Nov 2022
481,Super Alloy Ranger,-45%,"R$ 15,40",84.36%,Sep 2022
482,真空战姬,-30%,"R$ 10,14",84.33%,Jul 2022
483,Starward Rogue,-75%,"R$ 9,62",84.32%,Jan 2016
484,Tropical Resort Story,-40%,"R$ 11,15",84.32%,Apr 2023
485,Lost: Find,-40%,"R$ 8,27",84.29%,Dec 2021
486,Troublemaker,-50%,"R$ 25,32",84.28%,Mar 2023
487,Pocket Academy 3,-30%,"R$ 13,01",84.28%,Jul 2023
488,SAO Utils: Beta,-10%,"R$ 7,82",84.28%,Mar 2018
489,Spectator,-62%,"R$ 11,39",84.26%,Feb 2023
490,Tentacle Girl,-40%,"R$ 4,19",84.26%,Feb 2020
491,Last Train Home,-50%,"R$ 53,99",84.24%,Nov 2023
492,Berserk Boy,-38%,"R$ 36,71",84.24%,Mar 2024
493,Drift Phonk 666,-50%,"R$ 1,74",84.23%,Apr 2021
494,Space Raiders in Space,-80%,"R$ 4,13",84.22%,Dec 2020
495,Love of Magic,-40%,"R$ 17,39",84.16%,Dec 2020
496,Borderlands 3,-90%,"R$ 11,99",84.13%,Mar 2020
497,Toy Tactics,-30%,"R$ 51,79",84.13%,Sep 2024
498,Booth: A Dystopian Adventure,-45%,"R$ 18,14",84.12%,Jul 2020
499,Gibbon: Beyond the Trees,-33%,"R$ 28,13",84.11%,May 2022
500,Hourglass,-80%,"R$ 7,59",84.09%,Oct 2021
501,AI War 2,-75%,"R$ 14,99",84.08%,Oct 2019
502,Slavistan,-80%,"R$ 2,09",84.05%,Jul 2016
503,镜花饴情 Mirage Sugar Acacia,-25%,"R$ 7,86",84.04%,Apr 2024
504,Cat Cafe Manager,-60%,"R$ 23,99",84.00%,Apr 2022
505,Old Man's Journey,-50%,"R$ 13,24",84.00%,May 2017
506,Project Cappuccino,-25%,"R$ 35,24",83.99%,Nov 2019
507,Adventure Time: Pirates of the Enchiridion,-60%,"R$ 18,99",83.98%,Jul 2018
508,exclusive memory,-20%,"R$ 28,63",83.98%,Sep 2024
509,Helheim Hassle,-95%,"R$ 2,99",83.97%,Aug 2020
510,Late Shift,-53%,"R$ 22,08",83.96%,Apr 2017
511,Animal Shelter,-60%,"R$ 23,99",83.95%,Mar 2022
512,日日夜夜,-50%,"R$ 4,34",83.95%,Oct 2020
513,Witchtastic,-35%,"R$ 22,74",83.94%,Oct 2021
514,Temple Of Snek,-50%,"R$ 12,44",83.93%,Feb 2023
515,Scorchlands,-25%,"R$ 28,86",83.92%,Jul 2024
516,Kebab Chefs! - Restaurant Simulator,-40%,"R$ 32,99",83.89%,Jan 2024
517,Angry Video Game Nerd II: ASSimilation,-20%,"R$ 7,99",83.89%,Mar 2016
518,Regiments,-25%,"R$ 43,49",83.87%,Aug 2022
519,Monster Energy Supercross - The Official Videogame 3,-90%,"R$ 12,45",83.86%,Feb 2020
520,Dex,-90%,"R$ 3,69",83.83%,May 2015
521,Strategic Command WWII: War in Europe,-50%,"R$ 72,83",83.82%,Nov 2016
522,They Are Billions,-10%,"R$ 53,09",83.82%,Jun 2019
523,Lamplight City,-8%,"R$ 40,35",83.81%,Sep 2018
524,Farmer's Life,-53%,"R$ 37,69",83.78%,Oct 2023
525,Knights of Pen and Paper 2,-75%,"R$ 7,24",83.76%,Oct 2015
526,Merchant of the Six Kingdoms,-50%,"R$ 23,49",83.76%,Jun 2023
527,DEEMO -Reborn-,-40%,"R$ 28,49",83.74%,Sep 2020
528,Rule the Waves 3,-40%,"R$ 64,79",83.73%,May 2023
529,Colony Ship: A Post-Earth Role Playing Game,-40%,"R$ 64,79",83.72%,Nov 2023
530,Niche - a genetics survival game,-60%,"R$ 21,99",83.71%,Sep 2016
531,Endless Fables: The Minotaur's Curse,-80%,"R$ 9,39",83.69%,Dec 2016
532,WAGAMAMA HIGH SPEC,-50%,"R$ 53,99",83.64%,Jul 2017
533,Mad Nords: Probably an Epic Quest,-80%,"R$ 4,09",83.63%,Dec 2016
534,My Friend Stalin,-50%,"R$ 1,74",83.63%,Jun 2021
535,Tobla - Divine Path,-25%,"R$ 19,86",83.62%,Mar 2024
536,咫尺遥心-Proof of existence,-20%,"R$ 8,39",83.62%,Aug 2024
537,Ozymandias: Bronze Age Empire Sim,-50%,"R$ 14,49",83.61%,Oct 2022
538,TFC: The Fertile Crescent,-40%,"R$ 17,39",83.58%,Jun 2024
539,Finnish Army Simulator,-34%,"R$ 58,73",83.57%,Jan 2023
540,鸢之歌-Singing Iris,-60%,"R$ 4,35",83.55%,Jan 2021
541,Battle Ram,-95%,"R$ 4,44",83.52%,Jan 2023
542,The Disney Afternoon Collection,-75%,"R$ 9,99",83.52%,Apr 2017
543,Cornucopia®,-20%,"R$ 47,99",83.46%,Jul 2023
544,The Future Radio and the Artificial Pigeons,-30%,"R$ 62,29",83.43%,Feb 2023
545,The Plague Doctor of Wippra,-20%,"R$ 26,39",83.43%,Oct 2022
546,Prime of Flames,-35%,"R$ 25,99",83.42%,Dec 2022
547,Paper Dolls: Original / 纸人,-50%,"R$ 16,49",83.38%,Apr 2019
548,XCOM® 2,-95%,"R$ 4,99",83.35%,Feb 2016
549,Flipon,-50%,"R$ 6,89",83.35%,Oct 2020
550,In Other Waters,-75%,"R$ 11,74",83.34%,Apr 2020
551,Beat Hazard 2,-70%,"R$ 17,39",83.34%,Oct 2019
552,Christmas Adventure: Candy Storm,-65%,"R$ 2,44",83.34%,Apr 2016
553,GLAD VALAKAS TOWER DEFENCE,-50%,"R$ 1,74",83.30%,Dec 2018
554,Havendock,-60%,"R$ 19,99",83.26%,Apr 2023
555,IxSHE Tell,-50%,"R$ 44,49",83.26%,Aug 2020
556,Paradiso Guardian,-30%,"R$ 75,59",83.26%,Sep 2023
557,Age of Wonders Shadow Magic,-75%,"R$ 8,99",83.25%,Oct 2010
558,Hero of the Kingdom: The Lost Tales 2,-80%,"R$ 4,70",83.24%,Nov 2021
559,Tandem: A Tale of Shadows,-60%,"R$ 13,19",83.24%,Oct 2021
560,Necrosmith,-60%,"R$ 4,19",83.23%,Jul 2022
561,Queen's Quest 2: Stories of Forgotten Past,-75%,"R$ 11,74",83.20%,Feb 2017
562,The Matchless Kungfu,-20%,"R$ 47,99",83.15%,Nov 2024
563,Samorost 2,-80%,"R$ 2,99",83.09%,Dec 2009
564,OPUS: The Day We Found Earth,-50%,"R$ 23,49",83.09%,Apr 2016
565,Galaxy Trucker: Extended Edition,-50%,"R$ 10,34",83.07%,Mar 2019
566,Space Docker VR,-66%,"R$ 9,85",83.06%,Dec 2021
567,Rock 'N' Roll Defense,-50%,"R$ 1,74",83.05%,Aug 2016
568,Jets'n'Guns Gold,-70%,"R$ 7,94",83.03%,Feb 2014
569,Darkness and Flame: Born of Fire Collector's Edition,-50%,"R$ 16,49",83.01%,Dec 2016
570,ECO HOLE,-92%,"R$ 2,63",82.95%,Oct 2021
571,Choice of Life: Wild Islands,-15%,"R$ 19,97",82.95%,Sep 2024
572,Ancient Enemy,-75%,"R$ 11,74",82.93%,Apr 2020
573,WW2 Rebuilder,-28%,"R$ 59,92",82.90%,Jan 2023
574,Mini Settlers,-20%,"R$ 26,39",82.90%,Aug 2024
575,Puzzler World,-70%,"R$ 2,54",82.87%,May 2010
576,Cooking Simulator,-60%,"R$ 23,99",82.87%,Jun 2019
577,Stolen Realm,-50%,"R$ 29,99",82.84%,Mar 2024
578,Pluviophile,-50%,"R$ 1,74",82.82%,Jun 2020
579,Warlock - Master of the Arcane,-75%,"R$ 22,49",82.80%,May 2012
580,Five Dates,-47%,"R$ 24,90",82.80%,Nov 2020
581,Sven - Completely Screwed,-50%,"R$ 23,49",82.77%,Aug 2023
582,Far Cry® 4,-80%,"R$ 17,99",82.75%,Nov 2014
583,Basements n' Basilisks: Storms of Sorcery,-35%,"R$ 6,81",82.73%,Feb 2023
584,Endless Fables 2: Frozen Path,-75%,"R$ 7,24",82.71%,Nov 2017
585,Angry Putin,-10%,"R$ 2,06",82.66%,Feb 2021
586,目盲/Blind,-25%,"R$ 4,86",82.64%,Nov 2022
587,Lolita Expedition,-25%,"R$ 23,54",82.64%,Jan 2022
588,Zorbus,-30%,"R$ 14,34",82.63%,Sep 2022
589,Instant Farmer - Logic Puzzle,-30%,"R$ 4,89",82.63%,Feb 2021
590,Of Life and Land,-25%,"R$ 55,49",82.62%,Apr 2024
591,Zeliria Sanctuary,-50%,"R$ 10,34",82.61%,Jan 2019
592,MHRD,-20%,"R$ 15,99",82.61%,Jan 2017
593,Demon Hunter 3: Revelation,-75%,"R$ 11,74",82.60%,Dec 2016
594,LEGIE,-50%,"R$ 3,49",82.54%,Sep 2007
595,Death Live,-45%,"R$ 1,91",82.52%,Sep 2019
596,Nature And Life - Drunk On Nectar,-20%,"R$ 22,39",82.50%,Nov 2016
597,Skybolt Zack,-75%,"R$ 7,74",82.45%,Nov 2019
598,Eastward,-50%,"R$ 36,99",82.44%,Sep 2021
599,Inside My Radio,-80%,"R$ 9,39",82.38%,May 2015
600,从0开始的VUP生活,-12%,"R$ 41,35",82.35%,Nov 2024
601,Lemon Cake,-50%,"R$ 14,49",82.33%,Feb 2021
602,Pocket Stables,-36%,"R$ 11,89",82.28%,Sep 2022
603,Espresso Tycoon,-63%,"R$ 29,59",82.26%,Jun 2023
604,恋爱关系/Romance,-40%,"R$ 5,21",82.25%,Sep 2021
605,Super Dungeon Maker,-59%,"R$ 24,59",82.21%,May 2023
606,Hot Shot Burn,-75%,"R$ 11,74",82.19%,Jan 2020
607,Home Behind,-78%,"R$ 4,50",82.18%,Jun 2016
608,Out of Line,-60%,"R$ 10,59",82.16%,Jun 2021
609,The Juicer,-90%,"R$ 3,57",82.15%,Sep 2012
610,BATTLETECH,-75%,"R$ 35,99",82.14%,Apr 2018
611,Cook-Out,-50%,"R$ 18,99",82.11%,Apr 2021
612,Sacred Gold,-75%,"R$ 4,99",82.08%,Aug 2006
613,Peculiar Tales of Mid-Lake Pavilion,-50%,"R$ 6,89",82.08%,Dec 2021
614,甜點王子2 典藏版,-30%,"R$ 33,60",82.07%,May 2022
615,The Preposterous Awesomeness of Everything,-60%,"R$ 8,39",82.06%,Feb 2016
616,CYBRID,-30%,"R$ 20,29",82.04%,Nov 2021
617,Wire Lips,-92%,"R$ 2,63",82.03%,Jan 2020
618,Tom Clancy's Rainbow Six® Vegas 2,-75%,"R$ 7,49",82.03%,Apr 2008
619,Dream Date,-50%,"R$ 2,24",82.01%,May 2020
620,PUSH,-50%,"R$ 3,49",81.98%,Oct 2017
621,"Gremlins, Inc.",-80%,"R$ 9,99",81.97%,Mar 2016
622,Union of Gnomes,-10%,"R$ 42,29",81.90%,Jul 2024
623,Lost in Secular Love,-45%,"R$ 10,99",81.86%,Oct 2016
624,Barro 2020,-8%,"R$ 4,02",81.85%,Nov 2019
625,Conscious Existence - A Journey Within,-80%,"R$ 3,39",81.84%,Jun 2019
626,Knight Bewitched,-60%,"R$ 6,79",81.83%,Apr 2018
627,Seek Girl:Fog Ⅰ,-50%,"R$ 6,89",81.79%,Aug 2020
628,Rytmik Ultimate,-70%,"R$ 16,49",81.78%,Dec 2015
629,Mythic Wonders: The Philosopher's Stone,-75%,"R$ 11,74",81.76%,Apr 2016
630,Delicious - Emily's Christmas Carol,-30%,"R$ 41,99",81.75%,Nov 2016
631,Nothing,-50%,"R$ 2,24",81.74%,Mar 2021
632,Kon's Lesson!,-20%,"R$ 26,39",81.69%,Dec 2023
633,Fibrillation HD,-50%,"R$ 4,95",81.67%,Apr 2017
634,"Planes, Bullets and Vodka",-50%,"R$ 1,74",81.65%,Dec 2016
635,Rebirth! New Lover,-10%,"R$ 26,99",81.63%,Aug 2024
636,Mystwood Manor,-20%,"R$ 39,99",81.61%,Sep 2022
637,BLACKHOLE,-90%,"R$ 2,99",81.56%,Feb 2015
638,Path of Sin: Greed,-70%,"R$ 14,09",81.56%,Aug 2018
639,West Sweety,-50%,"R$ 2,24",81.56%,Dec 2019
640,Repair this!,-35%,"R$ 16,25",81.56%,Apr 2024
641,Umfend,-90%,"R$ 3,29",81.51%,Oct 2018
642,Ancient Warfare: The Han Dynasty,-20%,"R$ 41,99",81.51%,Sep 2023
643,The Colonists,-55%,"R$ 21,37",81.45%,Oct 2018
644,Main Assembly,-80%,"R$ 11,99",81.43%,Jan 2021
645,Keylocker | Turn Based Cyberpunk Action,-10%,"R$ 53,99",81.39%,Sep 2024
646,Golden Lap,-15%,"R$ 39,94",81.36%,Sep 2024
647,Star Traders: Frontiers,-50%,"R$ 23,49",81.34%,Aug 2018
648,SHUFFLE! Episode 2 ~Kami ni mo Akuma ni mo Nerawareteiru Otoko~,-44%,"R$ 49,83",81.30%,Mar 2023
649,Soulash 2,-20%,"R$ 31,99",81.30%,Dec 2023
650,FixFox,-70%,"R$ 8,69",81.28%,Mar 2022
651,Into The Flames,-39%,"R$ 36,79",81.28%,Jan 2023
652,METALLIC CHILD,-40%,"R$ 44,97",81.24%,Sep 2021
653,Mutropolis,-35%,"R$ 35,10",81.24%,Feb 2021
654,The Agnietta ~The holy healer & the cursed dungeon~,-25%,"R$ 24,74",81.23%,Apr 2023
655,Pocket League Story,-42%,"R$ 10,78",81.22%,Aug 2022
656,Flowstone Saga,-20%,"R$ 43,99",81.18%,Sep 2024
657,On Rusty Trails,-85%,"R$ 7,04",81.17%,Jun 2016
658,Isonzo,-50%,"R$ 84,95",81.17%,Sep 2022
659,零岁的星光,-30%,"R$ 7,34",81.17%,May 2023
660,Irony Curtain: From Matryoshka with Love,-75%,"R$ 14,99",81.16%,May 2019
661,Hello Goodboy,-67%,"R$ 15,50",81.16%,May 2023
662,CHUCHEL,-80%,"R$ 4,99",81.15%,Mar 2018
663,Sir Whoopass™: Immortal Death,-50%,"R$ 16,49",81.15%,Aug 2022
664,Spirittea,-30%,"R$ 41,99",81.13%,Nov 2023
665,Clock Simulator,-80%,"R$ 2,75",81.11%,Jul 2016
666,Remember Me,-80%,"R$ 9,99",81.10%,Jun 2013
