row_id,Game Name,Discount,Price,Rating,Release Date
667,Vagrus - The Riven Realms,-40%,"R$ 56,99",81.08%,Oct 2021
668,Starship EVO,-40%,"R$ 35,99",81.08%,Jun 2020
669,Gordian Rooms 1: A curious heritage,-75%,"R$ 5,12",81.06%,Sep 2020
670,Funny Truck,-50%,"R$ 1,74",81.00%,Jul 2021
671,"Rolling Hills: Make Sushi, Make Friends",-20%,"R$ 37,59",80.98%,Jun 2024
672,Chameleon Run Deluxe Edition,-80%,"R$ 4,09",80.97%,Aug 2019
673,Demon Hunter 5: Ascendance,-70%,"R$ 8,69",80.92%,Apr 2019
674,Solo leeching~35-Year-Old Magician Journey,-20%,"R$ 28,63",80.90%,Jun 2024
675,Tchia,-50%,"R$ 51,00",80.89%,Mar 2024
676,Ash of Gods: The Way,-33%,"R$ 49,93",80.86%,Apr 2023
677,Mail Time,-60%,"R$ 23,99",80.85%,Apr 2023
678,Growbot,-39%,"R$ 33,94",80.83%,Oct 2021
679,Soviet Hentai,-50%,"R$ 1,74",80.82%,Mar 2021
680,SAMOLIOTIK,-90%,"R$ 1,74",80.79%,Mar 2016
681,Wargroove,-70%,"R$ 17,99",80.78%,Feb 2019
682,Braveland Pirate,-80%,"R$ 9,39",80.77%,Sep 2015
683,GOODBYE WORLD,-30%,"R$ 17,42",80.73%,Nov 2022
684,Alpacapaca Dash,-30%,"R$ 2,44",80.70%,Jan 2017
685,The Secret Order 3: Ancient Times,-75%,"R$ 11,74",80.67%,Mar 2016
686,TasteMaker,-40%,"R$ 15,59",80.66%,Apr 2023
687,Destropolis,-85%,"R$ 1,85",80.63%,Aug 2020
688,Becastled,-20%,"R$ 37,59",80.62%,Feb 2021
689,Seek Girl Ⅲ,-50%,"R$ 1,74",80.58%,Dec 2019
690,Souls of White Star,-60%,"R$ 18,79",80.57%,Mar 2023
691,Monster Hunter Stories 2: Wings of Ruin,-25%,"R$ 126,75",80.57%,Jul 2021
692,Will Glow the Wisp,-72%,"R$ 1,95",80.56%,Sep 2017
693,Cyberhunt,-50%,"R$ 1,74",80.54%,May 2017
694,Barro 22,-90%,"R$ 1,74",80.48%,Nov 2021
695,Paint Girl,-50%,"R$ 2,24",80.42%,Sep 2020
696,Nodes Escape,-25%,"R$ 5,24",80.41%,Jul 2023
697,Computer Tycoon,-20%,"R$ 30,39",80.41%,Oct 2017
698,Barro F22,-8%,"R$ 4,02",80.40%,Apr 2022
699,Terra Randoma,-35%,"R$ 18,84",80.35%,May 2024
700,In the Raven Shadow,-80%,"R$ 2,75",80.31%,Jul 2017
701,👑Idle Calibur：Zero💕（选王之剑：零）,-10%,"R$ 32,21",80.30%,Nov 2024
702,Unrailed 2: Back on Track,-10%,"R$ 56,70",80.30%,Nov 2024
703,BioShock™ Remastered,-75%,"R$ 7,49",80.29%,Sep 2016
704,Space War: Infinity,-72%,"R$ 1,95",80.29%,May 2019
705,Barro F,-8%,"R$ 4,02",80.28%,Feb 2020
706,Barn Finders,-45%,"R$ 20,89",80.25%,Jun 2020
707,WHAT THE CAR?,-30%,"R$ 41,99",80.23%,Sep 2024
708,MONSTER HUNTER RISE,-75%,"R$ 34,97",80.22%,Jan 2022
709,NEBULOUS: Fleet Command,-50%,"R$ 34,99",80.22%,Feb 2022
710,Barro Racing,-90%,"R$ 1,74",80.20%,Sep 2020
711,Warstone TD,-75%,"R$ 7,24",80.18%,May 2018
712,My First Femboy Date,-33%,"R$ 2,33",80.18%,Aug 2022
713,Fugl,-50%,"R$ 9,99",80.16%,Sep 2017
714,Rogue Empire: Dungeon Crawler RPG,-50%,"R$ 24,49",80.15%,Jan 2019
715,Anonymous Hacker Simulator,-18%,"R$ 59,57",80.15%,Apr 2024
716,Arma 2,-80%,"R$ 6,99",80.13%,—
717,Shapelab 2024,-30%,"R$ 122,49",80.13%,Jul 2023
718,ShapeHero Factory,-10%,"R$ 52,19",80.08%,Nov 2024
719,Manual Samuel - Anniversary Edition,-71%,"R$ 18,38",80.03%,Oct 2016
720,Coffee Shop Tycoon,-60%,"R$ 13,19",80.02%,Dec 2022
721,Mary Le Chef - Cooking Passion,-30%,"R$ 34,99",80.02%,Jun 2017
722,Imperiums: Greek Wars,-68%,"R$ 25,59",80.01%,Jul 2020
723,Rogue Tower,-35%,"R$ 18,84",80.01%,Jan 2022
724,Sonority,-35%,"R$ 38,98",80.01%,May 2022
725,My Beautiful Paper Smile,-50%,"R$ 14,49",79.99%,Oct 2021
726,The Settlers® : Heritage of Kings - History Edition,-50%,"R$ 17,99",79.99%,Jan 2019
727,Microcosmum: survival of cells,-50%,"R$ 13,24",79.99%,Jul 2018
728,Guards,-60%,"R$ 4,19",79.96%,Aug 2016
729,The Emerald Maiden: Symphony of Dreams,-75%,"R$ 11,74",79.93%,Feb 2016
730,Hello Lady! - Complete Edition,-38%,"R$ 55,17",79.90%,Jan 2022
731,Pets Hotel,-41%,"R$ 53,71",79.88%,Apr 2023
732,ZERO PROTOCOL,-15%,"R$ 32,71",79.87%,Sep 2024
733,My Riding Stables: Life with Horses,-50%,"R$ 14,49",79.86%,Mar 2014
734,Marvel's Midnight Suns,-85%,"R$ 44,98",79.85%,Dec 2022
735,Aquarist,-53%,"R$ 27,35",79.84%,Mar 2024
736,Let's play Cards Baccarat,-86%,"R$ 2,37",79.81%,Sep 2024
737,Cyber Avenger,-18%,"R$ 13,34",79.81%,Jan 2024
738,MidBoss,-67%,"R$ 15,50",79.78%,May 2017
739,Puzzle - LINES AND KNOTS,-22%,"R$ 13,25",79.77%,Mar 2020
740,Yuletide Legends: Who Framed Santa Claus,-70%,"R$ 14,09",79.74%,Dec 2019
741,Puzzle With Your Friends,-50%,"R$ 6,44",79.74%,Apr 2018
742,The Mean Greens - Plastic Warfare,-90%,"R$ 2,06",79.73%,Dec 2015
743,Knightin'+,-50%,"R$ 10,24",79.71%,Jul 2019
744,Psebay,-65%,"R$ 6,99",79.64%,Jul 2017
745,Copycat,-20%,"R$ 31,99",79.62%,Sep 2024
746,REPLIKATOR,-70%,"R$ 7,46",79.61%,May 2022
747,Peglin,-30%,"R$ 41,99",79.61%,Aug 2024
748,Frozen Synapse,-50%,"R$ 22,99",79.58%,May 2011
749,Drill Core,-20%,"R$ 43,99",79.57%,Sep 2024
750,Zipp's Café,-30%,"R$ 9,65",79.55%,Nov 2023
751,Ceress and Orea,-60%,"R$ 2,79",79.51%,Apr 2018
752,Xuan-Yuan Sword 2,-50%,"R$ 5,44",79.51%,Feb 1994
753,Druidstone: The Secret of the Menhir Forest,-82%,"R$ 8,54",79.50%,May 2019
754,Sore wa Maichiru Sakura no You ni -Re:BIRTH-,-30%,"R$ 75,59",79.50%,Jun 2024
755,Lyndaria: Lust Adventure,-20%,"R$ 37,59",79.49%,Sep 2024
756,撩妹模拟器：渣男的秘密,-25%,"R$ 17,62",79.44%,May 2024
757,Karate Survivor,-10%,"R$ 15,29",79.44%,Oct 2024
758,Cafeteria Nipponica,-40%,"R$ 11,15",79.42%,Jul 2022
759,Blue Wednesday,-60%,"R$ 19,99",79.41%,Aug 2023
760,Goosebumps: The Game,-90%,"R$ 2,06",79.36%,Oct 2015
761,Rytmik Studio,-70%,"R$ 26,69",79.36%,Nov 2017
762,Telepath Tactics Liberated,-50%,"R$ 23,74",79.33%,Mar 2022
763,Intensive Exposure,-90%,"R$ 1,79",79.31%,Sep 2016
764,Gladiator Guild Manager,-50%,"R$ 23,49",79.31%,Jun 2024
765,Puzzle - STONE BLOCKS,-22%,"R$ 27,91",79.31%,Dec 2020
766,Fantasy of Caocao 2,-30%,"R$ 20,99",79.29%,Nov 2023
767,少女的求生之路,-30%,"R$ 7,62",79.28%,Feb 2020
768,Wizardry: The Five Ordeals,-15%,"R$ 91,79",79.27%,Oct 2023
769,Thought Experiment Simulator,-20%,"R$ 13,59",79.24%,Jul 2024
770,完美恋人~fragile love,-15%,"R$ 8,91",79.24%,Aug 2024
771,BBQ Simulator: The Squad,-55%,"R$ 6,20",79.23%,May 2022
772,Siralim,-55%,"R$ 14,84",79.23%,Apr 2015
773,Let's play Cards Solitaire,-86%,"R$ 2,37",79.20%,Sep 2024
774,Tom Clancy’s Splinter Cell Blacklist,-75%,"R$ 22,49",79.17%,Aug 2013
775,The Age of Decadence,-60%,"R$ 18,79",79.17%,Oct 2015
776,HunterX,-50%,"R$ 14,49",79.16%,Apr 2022
777,Mirror of Heaven,-40%,"R$ 15,89",79.12%,Jun 2024
778,Strategic Command WWII: World at War,-60%,"R$ 58,26",79.06%,Dec 2018
779,Braveland,-90%,"R$ 3,29",79.03%,Mar 2014
780,Innocent Grape,-20%,"R$ 18,80",79.02%,Jun 2024
781,AI War: Fleet Command,-75%,"R$ 8,24",79.00%,Oct 2009
782,雪凤山 Secret Opera,-20%,"R$ 13,59",78.99%,Jun 2024
783,Last Resort Island,-88%,"R$ 2,23",78.98%,Jun 2018
784,Lunar Mirror:The Pavilion of Desire,-27%,"R$ 15,10",78.97%,Mar 2023
785,Lost,-63%,"R$ 2,58",78.96%,Oct 2019
786,Fatermyth,-30%,"R$ 23,09",78.91%,Apr 2024
787,Old World,-50%,"R$ 49,99",78.83%,May 2022
788,8-Bit Armies,-50%,"R$ 23,49",78.82%,Apr 2016
789,Nightmare Knight ~Sacred Maiden & Fallen Magic~,-10%,"R$ 49,49",78.79%,Nov 2024
790,Plunder Panic,-50%,"R$ 16,49",78.78%,Sep 2022
791,The Lord of the Rings: Return to Moria™,-33%,"R$ 49,57",78.78%,Aug 2024
792,The Magical Mixture Mill,-33%,"R$ 53,59",78.76%,Mar 2024
793,Switchball HD,-33%,"R$ 12,45",78.74%,May 2021
794,Thriving City: Song,-30%,"R$ 40,59",78.72%,May 2024
795,Oriental Valley,-35%,"R$ 35,74",78.71%,Apr 2024
796,Psycho Starship Rampage,-75%,"R$ 4,99",78.65%,Sep 2015
797,Lost2,-37%,"R$ 19,52",78.65%,Sep 2022
798,Princess&Blade,-20%,"R$ 20,80",78.65%,Jul 2021
799,Shut Up and Dance: Special Edition,-15%,"R$ 46,74",78.65%,May 2024
800,Beyond Sunset,-42%,"R$ 32,29",78.64%,Nov 2023
801,PowerBeatsVR - VR Fitness,-30%,"R$ 26,59",78.62%,Nov 2020
802,Barro GT,-74%,"R$ 12,51",78.60%,May 2022
803,Warhammer: End Times - Vermintide,-95%,"R$ 6,09",78.57%,Oct 2015
804,Cooking Simulator VR,-40%,"R$ 28,49",78.56%,Jul 2021
805,I made a FEMBOY SQUIRT!,-33%,"R$ 2,33",78.56%,Apr 2024
806,Heroine Anthem Zero 2 : Scalescars Oath,-40%,"R$ 22,79",78.55%,Feb 2022
807,Seek Girl Ⅱ,-50%,"R$ 1,74",78.49%,Oct 2019
808,Femboy Bangers - Pub & Grill,-33%,"R$ 2,33",78.49%,Apr 2021
809,Retro/Grade,-75%,"R$ 4,99",78.45%,Mar 2013
810,Oneiros,-70%,"R$ 5,09",78.42%,Mar 2020
811,Ocean Keeper: Dome Survival,-50%,"R$ 13,24",78.39%,Jul 2024
812,Siege of Dungeon,-30%,"R$ 29,39",78.35%,Nov 2023
813,Eventide 3: Legacy of Legends,-70%,"R$ 14,09",78.28%,Sep 2017
814,螢幕判官 Behind the Screen,-40%,"R$ 11,99",78.23%,Apr 2018
815,Koi-Koi VR: Love Blossoms,-50%,"R$ 81,00",78.22%,Oct 2022
816,Ministry of Broadcast,-50%,"R$ 24,99",78.18%,Jan 2020
817,Arma 2: British Armed Forces,-80%,"R$ 4,99",78.17%,Aug 2010
818,Chimpology,-61%,"R$ 1,75",78.13%,Jun 2017
819,Sovereign Syndicate,-30%,"R$ 41,99",78.13%,Jan 2024
820,Strategic Command: American Civil War,-60%,"R$ 58,26",78.12%,Jul 2022
821,Strike Force Heroes,-30%,"R$ 41,99",78.12%,Nov 2023
822,aMAZE,-72%,"R$ 1,95",78.10%,Mar 2017
823,Indoorlands,-60%,"R$ 23,19",78.09%,Oct 2022
824,Terra Invicta,-35%,"R$ 64,99",78.08%,Sep 2022
825,Lost Planet™: Extreme Condition,-77%,"R$ 5,74",78.06%,Jun 2007
826,Dungeons & Dragons: Chronicles of Mystara,-67%,"R$ 8,24",78.06%,Jun 2013
827,Synergy,-30%,"R$ 51,79",78.05%,May 2024
828,Time Mysteries 3: The Final Enigma,-75%,"R$ 11,74",77.97%,Jan 2013
829,古剑奇谭(GuJian),-50%,"R$ 11,99",77.97%,Jul 2010
830,Another Farm Roguelike,-50%,"R$ 5,24",77.93%,Nov 2022
831,Airline Tycoon Deluxe,-80%,"R$ 6,59",77.92%,Aug 1998
832,Xuan-Yuan Sword: Mists Beyond the Mountains,-50%,"R$ 22,24",77.92%,Jul 2023
833,Factory Outlet Simulator,-25%,"R$ 26,24",77.90%,Sep 2024
834,Volley Court,-40%,"R$ 12,29",77.87%,Nov 2022
835,Last Dream,-70%,"R$ 9,89",77.86%,Mar 2014
836,TrackMania² Canyon,-50%,"R$ 29,99",77.85%,Sep 2011
837,Rogue Waters,-20%,"R$ 71,19",77.84%,Sep 2024
838,Shadowhand: RPG Card Game,-75%,"R$ 11,74",77.80%,Dec 2017
839,MILF HUNTER,-72%,"R$ 1,95",77.80%,Apr 2022
840,Dexodonex,-90%,"R$ 1,74",77.79%,Dec 2016
841,Aurora Nights,-20%,"R$ 1,75",77.78%,May 2016
842,Burger Bistro Story,-40%,"R$ 11,15",77.74%,Jan 2023
843,Planet Centauri,-10%,"R$ 22,49",77.72%,Jun 2016
844,Hardware Engineers,-50%,"R$ 14,49",77.70%,Apr 2019
845,Spirit Realm,-11%,"R$ 46,71",77.70%,Jun 2024
846,Prison City,-20%,"R$ 15,99",77.68%,Aug 2023
847,STRIDER™ / ストライダー飛竜®,-70%,"R$ 7,49",77.67%,Feb 2014
848,Snowballs,-50%,"R$ 1,74",77.66%,Nov 2020
849,Pirates: Golden tits: Chapter 1,-25%,"R$ 12,74",77.66%,Nov 2024
850,Oriental Empires,-80%,"R$ 17,79",77.65%,Sep 2017
851,KAMIMAHOU 神之国的魔法使,-35%,"R$ 57,84",77.62%,Aug 2023
852,富甲天下3,-28%,"R$ 19,07",77.61%,Jan 2023
853,Hentai Zodiac Puzzle 2,-50%,"R$ 1,74",77.60%,Oct 2019
854,My Stepbro is a Femboy,-33%,"R$ 2,33",77.60%,Aug 2022
855,Queen's Wish: The Conqueror,-60%,"R$ 15,19",77.57%,Sep 2019
856,Feather,-80%,"R$ 6,59",77.55%,Apr 2019
857,Starblast,-25%,"R$ 14,99",77.55%,Nov 2017
858,ARMA: Cold War Assault,-80%,"R$ 3,99",77.54%,Aug 2011
859,Chaos Galaxy 2,-40%,"R$ 35,99",77.54%,Jan 2023
860,The Endless Journey,-40%,"R$ 12,41",77.52%,Jan 2018
861,Corruption Town,-15%,"R$ 39,94",77.49%,Nov 2024
862,X-Fitness,-50%,"R$ 18,99",77.46%,Dec 2020
863,Imagine Earth,-55%,"R$ 33,29",77.43%,May 2021
864,Tribe: Primitive Builder,-28%,"R$ 59,92",77.43%,Oct 2023
865,Square n Fair,-83%,"R$ 2,34",77.36%,Jan 2017
866,House Builder,-51%,"R$ 31,90",77.35%,Jan 2024
867,Pile Up!,-40%,"R$ 14,99",77.35%,Jun 2023
868,Lords of Xulima,-50%,"R$ 18,49",77.34%,Nov 2014
869,阿比斯的宝藏 - Treasure of abyss,-80%,"R$ 2,89",77.33%,Sep 2018
870,Silent Sector,-70%,"R$ 14,09",77.33%,Feb 2021
871,Select Oblige,-25%,"R$ 66,74",77.33%,Nov 2024
872,Nya Nya Nya Girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),-50%,"R$ 1,74",77.31%,Dec 2018
873,Our End of the World,-40%,"R$ 14,99",77.31%,Nov 2017
874,Citizens: Far Lands,-35%,"R$ 19,49",77.31%,Jul 2022
875,Xenonauts 2,-35%,"R$ 64,99",77.30%,Jul 2023
876,Bartender Hustle,-40%,"R$ 28,19",77.21%,May 2022
877,Capitalism 2,-19%,"R$ 18,18",77.20%,Dec 2001
878,Miss Neko: Pirates,-10%,"R$ 12,41",77.18%,Mar 2024
879,Arma 2: Private Military Company,-80%,"R$ 4,99",77.14%,Nov 2010
880,Ancestors Legacy,-90%,"R$ 10,19",77.04%,May 2018
881,Fading Afternoon,-40%,"R$ 35,99",77.02%,Sep 2023
882,Moons Of Darsalon,-30%,"R$ 41,76",77.01%,Apr 2023
883,Mimpi,-70%,"R$ 2,51",76.99%,Jan 2015
884,令和罕见物语,-45%,"R$ 9,34",76.96%,Dec 2023
885,Warlords Under Siege,-35%,"R$ 14,94",76.95%,Dec 2022
886,Songs of Wuxia,-50%,"R$ 6,89",76.94%,Sep 2020
887,STRAY KITTEN,-50%,"R$ 1,74",76.92%,Feb 2021
888,The Wraith of the Galaxy,-18%,"R$ 13,34",76.92%,Feb 2023
889,Dust to the End,-67%,"R$ 13,86",76.89%,Aug 2021
890,Dead Effect 2 VR,-25%,"R$ 45,64",76.88%,Oct 2017
891,#DRIVE Rally,-20%,"R$ 31,99",76.88%,Sep 2024
892,Teenage Mutant Ninja Turtles: Splintered Fate,-10%,"R$ 58,49",76.88%,Nov 2024
893,Nine Tereasures of Liuyin,-28%,"R$ 46,63",76.87%,Aug 2024
894,Chronicles of Magic: Divided Kingdoms,-70%,"R$ 14,09",76.86%,Mar 2018
895,Spells & Secrets,-62%,"R$ 38,49",76.81%,Nov 2023
896,Arma: Cold War Assault Mac/Linux,-80%,"R$ 3,99",76.80%,Mar 2017
897,Return from Core,-25%,"R$ 39,36",76.79%,Dec 2023
898,Journey to the West Survivor,-50%,"R$ 10,24",76.77%,Mar 2024
899,Keyword: A Spider's Thread,-25%,"R$ 24,74",76.75%,Sep 2021
900,Aggressors: Ancient Rome,-81%,"R$ 16,90",76.74%,Aug 2018
901,Pixel Gladiator,-83%,"R$ 1,78",76.73%,Sep 2017
902,Sailing Era,-35%,"R$ 48,09",76.73%,Jan 2023
903,Time to Morp,-33%,"R$ 44,20",76.68%,Mar 2024
904,Hot And Lovely ：Charm,-20%,"R$ 5,59",76.68%,Feb 2023
905,Age of Wonders II: The Wizard's Throne,-75%,"R$ 8,99",76.67%,Oct 2010
906,挂姬恶魔 IDLE DEVILS,-20%,"R$ 11,03",76.67%,Jan 2024
907,Agent in Depth,-55%,"R$ 4,72",76.62%,Jan 2024
908,Fantasy Quest Solitaire,-88%,"R$ 2,23",76.61%,Jan 2018
909,RUSLICSTAN INVADES,-60%,"R$ 13,19",76.60%,Sep 2023
910,The Secret Order 5: The Buried Kingdom,-70%,"R$ 14,09",76.59%,Apr 2017
911,Avadon: The Black Fortress,-70%,"R$ 5,99",76.59%,Aug 2011
912,Achilles: Legends Untold,-45%,"R$ 40,69",76.55%,Nov 2023
913,Sinister Halloween,-9%,"R$ 21,85",76.49%,Oct 2019
914,Mech Armada,-80%,"R$ 7,59",76.48%,Jun 2022
915,Barro,-74%,"R$ 12,51",76.45%,Mar 2018
916,Melody/心跳旋律,-55%,"R$ 3,91",76.44%,Dec 2020
917,Chaos Galaxy,-60%,"R$ 18,79",76.43%,Jun 2020
918,Rhythm Fighter,-45%,"R$ 15,94",76.42%,May 2020
919,Alex Kidd in Miracle World DX,-44%,"R$ 32,44",76.42%,Jun 2021
920,Byte Family,-90%,"R$ 1,74",76.38%,Oct 2016
921,TrackMania² Valley,-50%,"R$ 29,99",76.37%,Jul 2013
922,Combo Card Clashers,-25%,"R$ 28,86",76.36%,May 2024
923,Northmark: Hour of the Wolf,-70%,"R$ 9,89",76.32%,Aug 2014
924,Taboos: Cracks,-50%,"R$ 1,74",76.29%,May 2019
925,Vigilantes,-60%,"R$ 11,59",76.26%,Oct 2018
926,Miner Warfare,-69%,"R$ 3,25",76.25%,Apr 2012
927,I got GOONED by a FEMBOY,-33%,"R$ 2,33",76.25%,Apr 2024
928,Nebuchadnezzar,-50%,"R$ 18,99",76.22%,Feb 2021
929,Beyond Good & Evil - 20th Anniversary Edition,-20%,"R$ 79,99",76.19%,Jun 2024
930,Uncharted Tides: Port Royal,-70%,"R$ 14,09",76.17%,Aug 2019
931,Hentai Zodiac Puzzle,-50%,"R$ 1,74",76.14%,May 2019
932,Cannibal Cuisine,-90%,"R$ 2,68",76.09%,May 2020
933,HSS:Reload,-21%,"R$ 23,69",76.07%,Sep 2024
934,The Secret Order 2: Masked Intent,-75%,"R$ 11,74",76.05%,Nov 2015
935,Soul Wargame,-45%,"R$ 21,99",76.05%,Jan 2023
936,CD 2: Trap Master,-25%,"R$ 35,24",76.01%,Mar 2024
937,Iron Sea Defenders,-28%,"R$ 12,79",75.96%,Sep 2016
938,Easy Red,-20%,"R$ 11,03",75.96%,Dec 2017
939,Among Ass,-90%,"R$ 1,74",75.92%,Dec 2020
940,三國立志傳3,-30%,"R$ 18,54",75.90%,Jul 2023
941,My Boss is a Futanari,-33%,"R$ 2,33",75.86%,Feb 2022
942,Defend Your Life: TD,-65%,"R$ 11,54",75.78%,Apr 2015
943,illie,-90%,"R$ 1,74",75.77%,Nov 2017
944,Shio,-66%,"R$ 8,15",75.77%,May 2017
945,Ecosystem,-30%,"R$ 26,59",75.77%,Nov 2024
946,Hentai Boy,-50%,"R$ 1,74",75.74%,May 2021
947,"SEX, BEACH & GIRLS ⛱ 💦",-25%,"R$ 17,62",75.70%,Aug 2024
948,Ten Dates,-35%,"R$ 32,49",75.68%,Feb 2023
949,1428: Shadows over Silesia,-66%,"R$ 20,39",75.67%,Oct 2022
950,MotoGP™15,-90%,"R$ 7,45",75.65%,Jun 2015
951,TERRACOTTA,-75%,"R$ 14,99",75.64%,Nov 2022
952,Fairy Biography,-20%,"R$ 10,71",75.64%,May 2022
953,Dead Monarchy,-50%,"R$ 10,34",75.59%,May 2023
954,Trash Goblin,-10%,"R$ 42,29",75.56%,Nov 2024
955,ARIA CHRONICLE,-50%,"R$ 17,49",75.54%,Jul 2020
956,Skybreakers,-45%,"R$ 16,49",75.53%,Nov 2023
957,Capitalism Plus,-50%,"R$ 5,99",75.50%,Oct 1995
958,Femboys & Fries,-33%,"R$ 2,33",75.50%,Aug 2022
959,Shokudo Underworld,-20%,"R$ 16,39",75.50%,Sep 2024
960,Air Missions: HIND,-50%,"R$ 15,99",75.47%,Mar 2016
961,Party Animals,-40%,"R$ 38,97",75.46%,Sep 2023
962,Sumoman,-90%,"R$ 3,19",75.45%,Mar 2017
963,Clash of Chefs VR,-50%,"R$ 18,99",75.45%,Sep 2021
964,JQ: dogs & cats,-50%,"R$ 1,74",75.45%,Mar 2018
965,Femboy Bangers 2,-33%,"R$ 2,33",75.45%,Sep 2022
966,Animal Fight Club,-20%,"R$ 13,59",75.45%,Apr 2019
967,Hero of the Kingdom III,-85%,"R$ 4,94",75.44%,Aug 2018
968,Balrum,-50%,"R$ 15,49",75.42%,Mar 2016
969,MotoGP™17,-90%,"R$ 7,45",75.38%,Jun 2017
970,Seven Kingdoms 2 HD,-60%,"R$ 13,19",75.38%,Feb 2015
971,Hidden Cats In Town,-30%,"R$ 4,89",75.37%,Apr 2023
972,My Yandere is a Futanari,-33%,"R$ 2,33",75.36%,Apr 2022
973,Anuchard,-75%,"R$ 11,74",75.33%,Apr 2022
974,Seek Girl Ⅵ,-50%,"R$ 3,49",75.33%,Sep 2020
975,The Complex,-54%,"R$ 21,61",75.31%,Mar 2020
976,Soccer Player Simulator,-50%,"R$ 1,74",75.31%,Mar 2019
977,Brewmaster: Beer Brewing Simulator,-75%,"R$ 8,99",75.30%,Sep 2022
978,Ghost Files 2: Memory of a Crime,-70%,"R$ 14,09",75.28%,Nov 2019
979,Going Rogue,-50%,"R$ 20,99",75.13%,Nov 2022
980,Auto Sale Life,-20%,"R$ 17,59",75.13%,Sep 2024
981,Techtonica,-34%,"R$ 58,73",75.12%,Nov 2024
982,江华号,-50%,"R$ 16,49",75.10%,Dec 2023
983,PalmRide,-24%,"R$ 11,11",75.10%,Sep 2021
984,Age of Wonders,-75%,"R$ 5,49",75.09%,Oct 2010
985,Maiden Cops,-20%,"R$ 26,39",75.09%,Sep 2024
986,Lumencraft,-75%,"R$ 14,99",75.07%,Feb 2023
987,63 Days,-26%,"R$ 70,47",75.06%,Sep 2024
988,Neko Candy Shop,-50%,"R$ 1,74",75.04%,Sep 2021
989,Not Without My Poop,-33%,"R$ 2,33",75.01%,Feb 2018
990,Villain's Legacy,-10%,"R$ 29,69",75.01%,Nov 2024
991,Scorn,-75%,"R$ 49,75",74.99%,Oct 2022
992,Zero Caliber VR,-60%,"R$ 22,39",74.99%,Jul 2023
993,Pathless Woods,-16%,"R$ 50,39",74.96%,Apr 2024
994,Vertical Kingdom,-20%,"R$ 47,99",74.95%,Apr 2024
995,The Third Day,-50%,"R$ 1,74",74.94%,Mar 2021
996,古剑奇谭二(GuJian2),-50%,"R$ 14,99",74.84%,Aug 2013
997,Femboys of the Phalanx,-33%,"R$ 2,33",74.83%,Apr 2021
998,Braveland Wizard,-80%,"R$ 6,59",74.82%,Dec 2014
999,Sagres,-50%,"R$ 29,99",74.79%,Sep 2023
1000,SEX with HITLER: WW2,-45%,"R$ 7,58",74.77%,Mar 2023
1001,Tavern of Gods,-48%,"R$ 14,04",74.76%,Aug 2021
1002,Karma City Police,-67%,"R$ 8,21",74.72%,Dec 2021
1003,Silica,-44%,"R$ 44,78",74.72%,May 2023
1004,Lost Eidolons: Veil of the Witch,-20%,"R$ 55,99",74.67%,Nov 2024
1005,Age of Gladiators,-70%,"R$ 5,99",74.65%,Feb 2016
1006,Family Mysteries 3: Criminal Mindset,-70%,"R$ 8,69",74.64%,Jul 2020
1007,Shattered Heaven,-50%,"R$ 29,99",74.64%,Nov 2023
